4,17,0,0
47,106,0,0
59,69,0,0
14,43,0,30
35,52,0,0
14,92,0,0
15,52,0,1
25,92,0,0
36,92,0,0
17,114,0,0
12,58,0,0
14,16,0,24
17,65,0,0
18,93,0,0
6,65,0,0
69,98,0,7
6,100,0,0
44,77,0,0
38,50,0,1
4,14,0,0
47,47,0,2
51,92,0,0
8,10,0,0
16,60,0,1
57,69,0,0
25,60,0,79
4,65,0,0
65,93,0,0
14,112,0,58
57,112,0,0
15,16,0,1
108,112,0,1
83,47,0,0
16,42,0,0
25,42,0,0
13,60,0,52
12,35,0,47
12,22,0,0
39,47,0,0
44,92,0,0
33,114,0,1
13,42,0,1
47,47,0,4
75,114,0,0
65,103,0,0
10,26,0,0
18,39,0,0
17,47,0,4
6,47,0,1
12,17,0,4
14,97,0,1
16,100,0,1
25,100,0,1
39,69,0,0
77,109,0,0
4,47,0,0
77,107,0,0
98,100,0,0
47,69,0,2
14,75,0,3
14,35,0,0
25,35,0,0
43,93,0,0
13,100,0,1
58,77,0,0
12,14,0,4
22,42,0,0
10,106,0,0
42,108,0,0
15,25,0,1
69,114,0,0
12,65,0,0
92,112,0,0
77,117,0,0
35,75,0,0
10,18,0,0
18,106,0,0
15,75,0,1
8,103,0,0
12,26,0,4
16,44,0,1
25,44,0,1
14,98,0,102
57,58,0,0
13,28,0,0
8,108,0,0
28,38,0,0
100,114,0,0
10,83,0,0
38,103,0,25
13,44,0,1
98,47,0,25
59,60,0,1
35,98,0,15
38,108,0,1
112,114,0,1
26,28,0,0
15,98,0,0
50,77,0,0
92,97,0,0
13,109,0,2
26,44,0,0
8,36,0,0
13,107,0,23
14,39,0,0
12,47,0,7
93,100,0,1
14,22,0,7
10,47,0,0
16,117,0,4
17,38,0,6
25,117,0,0
42,83,0,0
12,18,0,6
22,28,0,0
57,60,0,0
14,26,0,0
25,26,0,0
26,109,0,0
60,100,0,0
26,107,0,0
22,44,0,0
13,117,0,9
4,38,0,0
16,57,0,0
97,100,0,0
25,57,0,0
28,77,0,0
14,17,0,8
12,83,0,0
10,69,0,0
47,114,0,0
43,106,0,0
59,100,0,0
22,109,0,0
13,57,0,0
42,43,0,0
22,107,0,0
17,47,0,4
92,98,0,0
6,47,0,4
14,106,0,0
36,106,0,0
42,51,0,0
14,14,0,17
14,18,0,1
14,114,0,1
4,47,0,0
8,43,0,0
38,52,0,12
12,47,0,15
14,65,0,1
22,117,0,0
57,65,0,0
57,100,0,0
39,60,0,0
42,69,0,0
6,25,0,0
51,106,0,1
47,60,0,1
60,109,0,0
42,112,0,0
18,25,0,0
8,16,0,0
60,107,0,1
35,114,0,0
12,51,0,2
47,50,0,0
15,114,0,0
25,83,0,1
36,83,0,0
22,57,0,0
39,42,0,0
77,92,0,0
12,69,0,3
8,112,0,0
43,47,0,0
60,117,0,0
65,75,0,0
112,117,0,7
51,83,0,0
44,106,0,0
12,38,0,35
14,47,0,0
25,43,0,0
28,59,0,0
36,47,0,0
33,77,0,1
42,97,0,0
14,47,0,16
52,109,0,0
28,112,0,0
57,47,0,0
59,117,0,0
39,100,0,0
52,107,0,1
17,50,0,0
75,77,0,0
47,100,0,0
25,51,0,7
6,50,0,0
36,51,0,0
44,83,0,1
10,58,0,0
65,98,0,0
92,114,0,0
16,25,0,1
13,33,0,41
12,47,0,14
14,69,0,2
8,97,0,0
26,77,0,0
25,69,0,0
4,50,0,0
36,69,0,0
15,28,0,0
25,112,0,0
52,117,0,0
6,10,0,0
13,25,0,68
17,59,0,0
8,75,0,1
26,33,0,0
38,97,0,1
17,112,0,7
13,92,0,0
51,69,0,0
52,57,0,0
39,44,0,0
44,47,0,0
4,10,0,0
42,58,0,0
69,77,0,0
4,59,0,0
28,93,0,0
38,75,0,2
4,112,0,0
10,60,0,0
44,51,0,0
26,92,0,0
22,33,0,5
47,109,0,2
58,106,0,0
47,107,0,12
8,98,0,0
12,58,0,0
44,69,0,0
22,25,0,0
10,42,0,0
92,47,0,0
47,103,0,5
22,92,0,0
18,42,0,0
47,108,0,0
38,98,0,129
39,117,0,0
47,117,0,8
17,93,0,0
14,38,0,98
83,103,0,0
12,50,0,0
39,57,0,0
103,109,0,0
65,114,0,0
83,108,0,0
103,107,0,8
28,39,0,0
4,93,0,0
47,57,0,0
8,22,0,0
10,100,0,0
12,60,0,5
60,92,0,0
50,106,0,0
25,58,0,0
36,58,0,0
33,35,0,12
6,103,0,2
12,59,0,0
103,117,0,7
8,17,0,0
14,47,0,39
6,108,0,1
12,112,0,26
51,58,0,0
59,92,0,0
69,112,0,1
4,103,0,0
42,65,0,0
17,39,0,0
75,93,0,1
26,35,0,0
18,28,0,0
28,106,0,0
58,69,0,0
114,117,0,1
8,14,0,0
8,114,0,0
47,52,0,0
17,36,0,0
14,60,0,0
25,60,0,16
52,92,0,0
6,36,0,0
18,44,0,0
108,114,0,0
36,60,0,0
8,65,0,0
12,65,0,0
12,100,0,0
44,58,0,0
35,77,0,0
38,114,0,1
14,42,0,0
4,36,0,0
15,77,0,0
18,109,0,1
36,42,0,0
18,107,0,3
51,60,0,8
12,93,0,1
107,117,0,5
69,93,0,0
33,39,0,0
10,117,0,1
98,103,0,99
16,108,0,1
25,108,0,0
42,47,0,0
98,108,0,1
77,83,0,0
18,117,0,3
17,52,0,0
13,26,0,0
6,52,0,0
10,57,0,0
28,47,0,0
13,108,0,0
14,50,0,0
44,60,0,0
14,100,0,1
25,65,0,0
25,100,0,1
36,100,0,0
12,103,0,4
8,47,0,0
12,47,0,8
18,57,0,0
4,52,0,1
39,92,0,0
47,92,0,0
4,6,0,0
47,112,0,8
51,100,0,0
6,16,0,7
33,106,0,0
14,59,0,1
43,44,0,0
14,112,0,55
75,106,0,0
22,26,0,0
13,18,0,9
47,97,0,0
12,36,0,2
14,44,0,1
16,83,0,1
25,83,0,1
43,109,0,2
26,106,0,0
43,107,0,8
12,57,0,0
44,100,0,1
47,75,0,0
25,47,0,0
93,103,0,0
13,83,0,1
83,97,0,0
93,108,0,0
106,47,0,0
43,117,0,3
60,108,0,0
16,43,0,7
25,43,0,0
97,103,0,0
58,60,0,0
97,108,0,0
14,93,0,1
14,117,0,0
12,52,0,8
47,98,0,10
33,47,0,5
6,97,0,0
43,57,0,0
16,51,0,0
25,51,0,7
15,35,0,0
13,43,0,13
8,14,0,1
17,25,0,1
100,106,0,0
59,108,0,0
14,57,0,0
22,83,0,0
8,38,0,0
6,75,0,1
18,33,0,7
36,57,0,0
13,51,0,7
65,77,0,0
10,25,0,0
83,98,0,0
16,112,0,8
25,112,0,0
4,25,0,0
26,47,0,0
92,112,0,0
42,47,0,0
4,75,0,0
13,69,0,4
57,103,0,0
51,57,0,0
13,112,0,55
57,108,0,0
18,92,0,0
22,43,0,0
58,100,0,0
50,60,0,0
60,83,0,0
6,98,0,16
26,69,0,0
14,39,0,0
8,47,0,0
12,47,0,19
22,51,0,0
16,97,0,0
25,97,0,0
44,57,0,0
59,83,0,0
35,39,0,0
15,39,0,0
92,93,0,0
8,77,0,0
