23,30,0,2
14,51,0,2
10,18,0,1
8,10,0,5
10,59,0,3
11,23,0,1
13,23,0,1
21,57,0,2
39,59,0,1
8,11,0,4
7,51,0,1
27,59,0,1
8,9,0,4
7,13,0,1
28,60,0,3
10,55,0,3
9,55,0,3
10,21,0,3
10,54,0,7
9,54,0,7
26,55,0,1
10,15,0,1
9,15,0,1
54,59,0,7
57,59,0,1
51,55,0,3
10,30,0,3
26,28,0,1
51,54,0,8
10,59,0,1
7,60,0,1
11,56,0,1
8,51,0,5
30,59,0,3
27,30,0,1
8,13,0,3
8,10,0,4
27,59,0,1
14,55,0,1
4,56,0,1
30,56,0,1
14,54,0,2
8,11,0,4
18,25,0,1
8,56,0,1
10,39,0,3
12,56,0,1
14,30,0,2
21,25,0,9
8,60,0,5
7,54,0,1
18,59,0,1
21,22,0,1
22,55,0,1
25,51,0,12
27,39,0,1
21,59,0,8
30,60,0,1
15,22,0,1
7,30,0,1
28,30,0,1
25,31,0,1
56,59,0,1
30,51,0,10
23,25,0,2
13,59,0,2
8,51,0,4
31,59,0,1
18,21,0,1
16,51,0,3
8,13,0,3
55,56,0,1
12,51,0,4
30,60,0,4
25,60,0,5
23,59,0,1
7,14,0,1
18,30,0,1
8,28,0,3
9,10,0,10
8,30,0,4
21,60,0,5
13,39,0,2
16,60,0,3
15,60,0,1
10,11,0,4
9,11,0,4
59,60,0,5
11,55,0,3
13,55,0,2
11,54,0,3
8,30,0,1
8,14,0,2
23,30,0,2
25,54,0,8
11,15,0,1
18,39,0,1
4,55,0,1
10,22,0,1
9,22,0,1
30,55,0,3
25,28,0,4
10,23,0,1
25,30,0,8
8,55,0,3
30,54,0,7
4,15,0,1
12,55,0,1
8,57,0,2
8,54,0,3
16,54,0,3
12,54,0,1
8,15,0,1
10,51,0,11
9,51,0,12
30,30,0,8
8,28,0,3
12,15,0,1
10,13,0,3
9,13,0,3
16,28,0,2
12,28,0,1
8,30,0,3
10,31,0,1
9,31,0,1
16,30,0,3
12,30,0,2
14,25,0,2
23,39,0,1
7,27,0,1
14,59,0,2
21,30,0,2
7,25,0,1
10,60,0,5
9,60,0,5
39,51,0,3
8,14,0,1
25,57,0,2
15,30,0,1
26,60,0,1
51,60,0,5
7,59,0,1
30,57,0,2
4,9,0,1
8,57,0,2
8,27,0,1
16,57,0,2
28,30,0,4
28,59,0,3
10,51,0,3
8,25,0,5
22,51,0,1
10,13,0,2
18,23,0,1
14,60,0,2
7,21,0,1
8,22,0,1
21,23,0,2
10,28,0,4
9,28,0,4
8,18,0,1
8,59,0,5
10,30,0,7
9,30,0,8
7,30,0,1
21,26,0,1
57,60,0,2
15,26,0,1
4,10,0,1
25,27,0,1
28,39,0,1
39,55,0,1
51,30,0,8
22,60,0,1
10,16,0,3
9,16,0,3
39,54,0,3
8,21,0,5
4,11,0,1
10,30,0,2
9,30,0,3
10,14,0,2
9,14,0,2
21,27,0,1
11,22,0,1
39,30,0,3
26,30,0,1
16,27,0,1
30,59,0,7
8,30,0,5
54,59,0,3
8,10,0,3
25,59,0,9
8,25,0,4
8,59,0,3
4,22,0,1
16,25,0,3
12,25,0,3
15,25,0,1
10,57,0,2
9,57,0,2
11,51,0,4
10,55,0,1
13,51,0,3
31,51,0,1
11,13,0,3
8,22,0,1
10,54,0,3
8,18,0,1
57,30,0,2
12,22,0,1
30,59,0,1
14,16,0,1
8,59,0,4
16,18,0,1
16,59,0,3
10,28,0,1
8,12,0,1
51,57,0,2
12,59,0,2
15,59,0,1
4,51,0,1
22,28,0,1
27,55,0,1
27,54,0,1
30,31,0,1
56,60,0,1
8,39,0,3
7,16,0,1
25,30,0,10
39,57,0,1
11,60,0,4
13,60,0,3
54,55,0,2
10,26,0,1
9,26,0,1
8,21,0,4
7,8,0,1
16,21,0,3
15,21,0,1
21,30,0,9
22,30,0,1
4,60,0,1
8,30,0,4
30,60,0,5
16,30,0,3
15,30,0,1
21,59,0,5
8,60,0,4
12,60,0,1
15,59,0,1
10,27,0,1
9,27,0,1
8,16,0,3
10,57,0,1
10,25,0,11
9,25,0,11
13,54,0,3
11,28,0,3
13,28,0,2
11,30,0,3
13,30,0,3
21,39,0,3
10,18,0,1
9,18,0,1
10,59,0,8
9,59,0,9
4,28,0,1
26,59,0,1
18,54,0,1
55,60,0,3
14,27,0,1
11,16,0,3
51,59,0,9
7,8,0,1
28,56,0,1
11,30,0,1
11,14,0,1
13,14,0,1
10,21,0,9
9,21,0,9
25,30,0,3
39,59,0,3
8,23,0,1
4,30,0,1
8,16,0,3
10,30,0,9
9,30,0,10
4,8,0,1
30,30,0,3
10,10,0,3
9,10,0,3
10,11,0,2
8,26,0,1
11,57,0,2
13,57,0,2
23,54,0,1
26,30,0,1
8,30,0,1
10,59,0,6
9,59,0,5
12,30,0,1
26,59,0,1
22,25,0,1
28,51,0,4
57,59,0,2
51,59,0,5
55,30,0,2
10,12,0,3
9,12,0,4
28,31,0,1
14,21,0,2
18,57,0,1
22,59,0,1
39,60,0,3
10,39,0,3
9,39,0,3
14,30,0,2
11,26,0,1
8,56,0,1
25,26,0,1
14,59,0,1
30,56,0,1
4,26,0,1
8,23,0,1
27,51,0,1
16,23,0,1
12,23,0,1
7,10,0,1
8,26,0,1
4,8,0,1
23,57,0,1
7,59,0,1
11,27,0,1
13,27,0,1
12,26,0,1
22,30,0,1
55,57,0,1
10,60,0,3
8,8,0,4
22,59,0,1
59,60,0,3
11,25,0,4
13,25,0,3
14,39,0,2
25,56,0,1
28,55,0,2
56,59,0,1
27,60,0,1
8,27,0,1
28,54,0,2
11,18,0,1
13,18,0,1
30,51,0,3
4,25,0,1
11,59,0,4
13,59,0,3
31,59,0,1
7,39,0,1
21,56,0,1
28,30,0,2
15,56,0,1
54,60,0,4
4,59,0,1
7,55,0,1
30,59,0,9
11,21,0,4
13,21,0,3
10,30,0,3
18,51,0,1
11,30,0,4
13,30,0,3
10,23,0,2
9,23,0,2
4,21,0,1
21,51,0,9
30,59,0,3
11,59,0,3
27,30,0,1
10,16,0,2
25,59,0,5
21,31,0,1
15,51,0,1
8,55,0,3
4,30,0,1
12,21,0,3
28,57,0,2
9,8,0,5
10,14,0,2
8,54,0,4
4,59,0,1
30,59,0,5
8,15,0,1
11,12,0,1
8,10,0,2
54,30,0,7
55,59,0,3
12,30,0,3
30,55,0,1
18,60,0,1
8,59,0,3
30,54,0,2
16,59,0,2
12,59,0,2
23,51,0,2
59,59,0,5
11,39,0,2
4,12,0,1
25,39,0,3
30,30,0,2
10,56,0,1
9,56,0,1
8,12,0,1
7,9,0,1
26,56,0,1
25,55,0,3
30,39,0,3
51,56,0,1
8,39,0,2
16,39,0,2
23,60,0,1
21,55,0,3
55,59,0,3
54,57,0,2
13,16,0,3
16,55,0,2
18,28,0,1
21,54,0,6
22,26,0,1
15,55,0,1
18,30,0,1
21,28,0,4
21,30,0,7
7,10,0,1
15,28,0,1
26,51,0,1
10,27,0,1
7,11,0,1
28,59,0,4
10,25,0,3
23,28,0,1
22,56,0,1
1,45,1,1
1,25,1,1
6,53,1,1
6,45,1,1
3,59,1,1
36,51,1,1
6,25,1,1
3,62,1,1
36,62,1,1
45,51,1,3
25,30,1,1
1,10,1,1
21,51,1,1
45,62,1,2
30,62,1,1
21,62,1,1
51,61,1,7
10,59,1,1
51,53,1,6
6,10,1,1
10,62,1,7
17,62,1,1
1,51,1,1
17,21,1,1
45,48,1,1
